GEOID,total_pop__estimate,median_age__estimate,pct_white_nh__estimate,pct_black_nh__estimate,pct_asian_nh__estimate,pct_hispanic__estimate,pct_other_nh__estimate,pct_under18__estimate,pct_65plus__estimate,pct_foreign_born__estimate,median_hh_income__estimate,pct_poverty__estimate,pct_bachelors_plus__estimate,pct_unemployed__estimate,pct_snap__estimate,pct_transit_commute__estimate,median_gross_rent__estimate,median_home_value__estimate,pct_renter__estimate,pct_rent_burdened__estimate,pct_no_vehicle__estimate,pct_vacant__estimate,pop_density__estimate,total_pop__moe,median_age__moe,pct_white_nh__moe,pct_black_nh__moe,pct_asian_nh__moe,pct_hispanic__moe,pct_other_nh__moe,pct_under18__moe,pct_65plus__moe,pct_foreign_born__moe,median_hh_income__moe,pct_poverty__moe,pct_bachelors_plus__moe,pct_unemployed__moe,pct_snap__moe,pct_transit_commute__moe,median_gross_rent__moe,median_home_value__moe,pct_renter__moe,pct_rent_burdened__moe,pct_no_vehicle__moe,pct_vacant__moe,pop_density__moe,total_pop__universe,median_age__universe,pct_white_nh__universe,pct_black_nh__universe,pct_asian_nh__universe,pct_hispanic__universe,pct_other_nh__universe,pct_under18__universe,pct_65plus__universe,pct_foreign_born__universe,median_hh_income__universe,pct_poverty__universe,pct_bachelors_plus__universe,pct_unemployed__universe,pct_snap__universe,pct_transit_commute__universe,median_gross_rent__universe,median_home_value__universe,pct_renter__universe,pct_rent_burdened__universe,pct_no_vehicle__universe,pct_vacant__universe,pop_density__universe,total_pop__share,median_age__share,pct_white_nh__share,pct_black_nh__share,pct_asian_nh__share,pct_hispanic__share,pct_other_nh__share,pct_under18__share,pct_65plus__share,pct_foreign_born__share,median_hh_income__share,pct_poverty__share,pct_bachelors_plus__share,pct_unemployed__share,pct_snap__share,pct_transit_commute__share,median_gross_rent__share,median_home_value__share,pct_renter__share,pct_rent_burdened__share,pct_no_vehicle__share,pct_vacant__share,pop_density__share,total_pop__share_moe,median_age__share_moe,pct_white_nh__share_moe,pct_black_nh__share_moe,pct_asian_nh__share_moe,pct_hispanic__share_moe,pct_other_nh__share_moe,pct_under18__share_moe,pct_65plus__share_moe,pct_foreign_born__share_moe,median_hh_income__share_moe,pct_poverty__share_moe,pct_bachelors_plus__share_moe,pct_unemployed__share_moe,pct_snap__share_moe,pct_transit_commute__share_moe,median_gross_rent__share_moe,median_home_value__share_moe,pct_renter__share_moe,pct_rent_burdened__share_moe,pct_no_vehicle__share_moe,pct_vacant__share_moe,pop_density__share_moe
3604316,101832,36.4,5584,63687,1852,23506,7203,22909,14254,33009,44098,33027,14360,6243,16418,23975,1210,668300,32862,16677,27323,2234,53759.05772146762,3516,1,1189,2933,673,2717,1634.7617563424953,1905,1244.8184606600273,2836,3432,3173,1353.4319340107209,1109,1198,1705,56,65512,1228,1377.3703205746813,1191.0272876806812,471,NA,NA,NA,101832,101832,101832,101832,101832,101832,101832,101832,NA,101441,70832,46264,39052,38757,NA,NA,39052,30698,39052,41286,NA,NA,NA,5.483541519365229,62.54124440254537,1.8186817503338832,23.083117291224763,7.073415036530757,22.496857569329876,13.997564616230655,32.41515437190667,NA,32.557841503928394,20.273322791958435,13.494293619228774,42.04138072313838,61.85979306963903,NA,NA,84.14933934241525,54.32601472408626,69.96568677660555,5.411035217749358,NA,NA,NA,1.152156592389363,1.9059860487499989,0.6579024906353562,2.546301910095236,1.5866654588942195,1.7018428934889227,1.122826973654572,2.5501905107140668,NA,2.923672963305291,1.7724193517974534,2.3111586709562237,2.809161744317866,3.0219790312869343,NA,NA,1.9495443645634845,20.773301457931144,2.256856209249129,1.13130538025286,NA
3604317,148116,40.5,7277,111307,3035,11284,15213,27496,27636,70295,70105,24485,30792,8029,12462,39024,1708,724700,39641,21470,31852,8282,44964.673161184925,3922,1.1,1290,4139,455,1705,2188.6198847675673,2205,1271.9351398558026,2697,5081,2720,1391.9579735035106,959,1160,1980,32,22584,1402,1379.6532172977381,1535.5406214099319,646,NA,NA,NA,148116,148116,148116,148116,148116,148116,148116,148116,NA,145947,108393,77462,57133,67470,NA,NA,57133,38069,57133,65415,NA,NA,NA,4.913041129925194,75.14853223149423,2.049069648113641,7.618353182640633,10.271003807826299,18.563828350752114,18.65834886170299,47.459423694941805,NA,16.7766380946508,28.407738507099168,10.36508223386951,21.81226261530114,57.83903957314362,NA,NA,69.38371869147429,56.3975938427592,55.750616981429296,12.660704731330734,NA,NA,NA,0.86116803219515,1.9619476118624393,0.3023620435564881,1.1333110806398572,1.4523947089049023,1.4052026191577356,0.7023848594768625,1.3176869453854507,NA,1.8087392987547568,1.1011712416546966,1.1899620330078942,1.9608018139690282,1.9815984156913127,NA,NA,1.792506341621537,17.361865174220927,2.325974430683385,0.950300041043715,NA
3604318,181186,42.2,37047,103745,10773,15764,13857,38221,37980,72515,89779,20389,43860,6444,10207,33335,1736,775100,25618,12418,20261,11295,13949.375968823133,4116,1,2034,4195,1095,1782,1832.3836934441433,1907,1436.8183601276814,2641,2857,1893,1722.5170536165963,678,597,1953,31,12748,1103,906.7651294574576,1067.421659888912,673,NA,NA,NA,181186,181186,181186,181186,181186,181186,181186,181186,NA,179981,128581,87426,63780,78804,NA,NA,63780,23574,63780,75075,NA,NA,NA,20.446944024372744,57.25883898314439,5.945823628757188,8.700451469760356,7.647941893965317,21.09489695671851,20.961884472310224,40.0224079123111,NA,11.328417999677743,34.11079397422636,7.370805023677167,16.003449357165255,42.30115222577534,NA,NA,40.166196299780495,52.67667769576652,31.767011602383192,15.044955044955046,NA,NA,NA,1.0220002151342154,1.9153770747651657,0.5890639193368387,0.963455368755599,0.9962922177564167,0.9370868624538115,0.6341159047426927,1.13930982366025,NA,1.0192115834505702,1.0940868057213018,0.7397268879323362,0.8859378689437197,2.096185319015781,NA,NA,1.554299102126462,25.897771782333507,1.5624726211484954,0.8629623271794956,NA
3604401,176862,36.5,82051,10543,27504,46528,10236,26913,23383,65443,89683,22866,72136,8327,10719,51828,2134,792500,66294,28693,48209,15774,26452.30720961473,4027,0.5,2862,1093,2031,2582,1211.8787068019637,1696,1269.0654041459013,2385,3330,1860,2408.378292544591,837,856,1961,23,57158,1384,1309.8560989666003,1472.4690149541348,965,NA,NA,NA,176862,176862,176862,176862,176862,176862,176862,176862,NA,176027,138013,107999,81743,96984,NA,NA,81743,63786,81743,97517,NA,NA,NA,46.39266772964232,5.961144847395144,15.551107643247278,26.30751659485927,5.78756318485599,15.216948807544865,13.221042394635365,37.002295575081135,NA,12.990052662375659,52.26754001434647,7.710256576449782,13.113049435425664,53.4397426379609,NA,NA,81.10052236888785,44.98322515912583,58.97630378136354,16.175641170257492,NA,NA,NA,1.2258831261765812,0.6029065309069376,1.0924000184994953,1.3313500789372752,0.672420493665872,0.8941582424857492,0.6513457538745265,1.052925044372576,NA,1.013398404610582,1.2962057654435302,0.7461641865754554,1.0191254694898,1.2339530499968938,NA,NA,0.8055443889540506,8.339523178796838,1.4394608574914582,0.9601040580856273,NA
3604402,124290,37.9,36827,2626,42373,37452,5012,20154,16391,62204,95141,12514,50180,3991,5171,38360,2169,775800,42175,19332,32382,7422,26385.488992840452,4348,0.6,1829,550,2603,2994,616.8314194332193,1537,1174.7344380752613,2942,4513,1401,1893.8907043438383,581,708,2086,47,46963,1441,1209.8702409762793,1394.5981500059436,980,NA,NA,NA,124290,124290,124290,124290,124290,124290,124290,124290,NA,123604,97725,75974,55711,70671,NA,NA,55711,41041,55711,63133,NA,NA,NA,29.629897819615415,2.1128007080215623,34.09204280312173,30.132754042964034,4.032504626277254,16.215302920588947,13.187706171051573,50.04746962748411,NA,10.124267823047798,51.34817088769506,5.253112907047147,9.281829441223456,54.27969039634362,NA,NA,75.70318249537793,47.10411539679832,58.12496634416902,11.756133876102831,NA,NA,NA,1.044548609231733,0.4362972272323613,1.7215410330341476,2.1659951160182898,0.4758126553498452,1.098845131409983,0.8249144619750494,1.5929895040527549,NA,1.0761083203404629,1.0819616741593037,0.7393138573563233,1.245288879335789,2.1222497637004305,NA,NA,1.5533667979553896,13.480777376043282,1.9351467242615037,1.5259783844665533,NA
3604403,161589,39.1,17594,9956,28996,99585,5458,34167,23924,92722,78474,23164,29980,7241,11379,40576,1886,642400,33794,18006,25060,5854,54909.167707186505,5127,0.9,1659,1277,2486,4578,1384.7328262159456,2288,1523.8812289676646,3823,2754,2398,1814.1868701983267,885,966,2357,38,32685,1476,1252.9265740656951,1403.2448111430876,570,NA,NA,NA,161589,161589,161589,161589,161589,161589,161589,161589,NA,160203,115496,86669,53966,77372,NA,NA,53966,32310,53966,59820,NA,NA,NA,10.888117384227886,6.161310485243426,17.94429076236625,61.62857620258805,3.3777051655743895,21.144384828175184,14.805463243166304,57.38138115837093,NA,14.45915494716079,25.957608921521093,8.354775063748283,21.085498276692732,52.442744145168795,NA,NA,62.6209094615128,55.7288765088208,46.436645295185855,9.786024740889335,NA,NA,NA,0.9668108083866132,0.7657158074262709,1.4292431639110017,2.050116610083166,0.8502196971460662,1.2469148954412888,0.817734836349617,1.5108529337411865,NA,1.4230001738785973,1.3188959341762299,0.9719701660415337,1.6974730044325668,2.3094088865921454,NA,NA,2.1526550583514754,20.145389866889253,2.2794508958683153,0.9264812517055725,NA
3604404,167356,37.8,8833,9701,57680,87619,3523,36934,23460,106167,71309,28386,29402,5542,13884,48211,1965,720400,39900,22172,31018,3218,38452.158505983665,4277,0.7,1264,1524,3178,4540,790.1303689898269,2018,1436.999652052846,3688,2604,2762,1632.7752447902926,744,1056,2292,41,56991,1238,1487.6195750258196,1566.0692832694217,478,NA,NA,NA,167356,167356,167356,167356,167356,167356,167356,167356,NA,165069,117969,86191,53471,78613,NA,NA,53471,38570,53471,56689,NA,NA,NA,5.277970314778078,5.796625158345084,34.465450895097874,52.354860297808266,2.105093333970697,22.069122110949113,14.018021463228088,63.43782117163412,NA,17.196445122948585,24.9234968508676,6.429905674606397,25.965476613491425,61.32700698357778,NA,NA,74.61988741560846,57.48509204044594,58.00901423201361,5.676586286581171,NA,NA,NA,0.743133929168153,0.8985032243574519,1.6823110904491463,2.3598602621098403,0.46905034927869826,1.0657779650166102,0.7803428378976146,1.4925897208889827,NA,1.6099097823604993,1.2555380436538608,0.8355521861228695,1.8467785661571183,1.8304319534195619,NA,NA,1.1474280729736088,17.51202887448359,2.4767099549628044,0.8313938218649506,NA
3604405,177081,39.5,82003,3495,17828,67797,5958,33587,28545,70438,88685,20091,43364,6260,8065,37136,2006,867000,38174,17612,23351,5352,22547.01144546879,5147,0.6,2665,706,1811,3902,1081.1313518717325,2174,1417.4163114625146,2995,3393,1845,1862.3579140433774,736,750,1718,39,9997,1194,1110.742094277515,1130.271206392519,483,NA,NA,NA,177081,177081,177081,177081,177081,177081,177081,177081,NA,175890,128924,96755,65718,88161,NA,NA,65718,35983,65718,71070,NA,NA,NA,46.30818664904761,1.9736730648686194,10.067709127461445,38.285869178511525,3.3645619801107967,18.967026389053597,16.119741813068597,39.7772770652978,NA,11.422479959065324,33.635320033508116,6.469949873391556,12.272132444687909,42.122934177243906,NA,NA,58.087586353814785,48.945335297223686,35.53212209744667,7.530603630223723,NA,NA,NA,0.6732265847438473,0.3945388526466982,0.9799371413192962,1.901872257762929,0.6026461636508689,1.0969467892240143,0.6489769773193408,1.2344429755027162,NA,0.9949668909226818,1.1687544800225564,0.7327211882123572,1.1125376842103114,1.361975961754575,NA,NA,1.3607638170172098,15.892709879742165,1.5542536361864943,0.6649738952901395,NA
3604406,123365,44.1,50681,4631,36082,23454,8517,23683,26241,58600,99373,12432,54092,2893,6720,27467,2108,515300,28056,13228,24438,3194,44009.081747703225,4222,1,2972,1015,2258,1965,1259.2807470933556,1893,1374.2259639520714,2506,4145,1637,2305.2015096299065,475,699,1324,43,39805,1111,1068.5260876553273,1236.4141700902655,497,NA,NA,NA,123365,123365,123365,123365,123365,123365,123365,123365,NA,122749,94223,65391,53629,61535,NA,NA,53629,26503,53629,56823,NA,NA,NA,41.08215458193167,3.753901025412394,29.248166011429497,19.01187532930734,6.903903051919102,19.197503343736066,21.271025007092774,47.501317229360026,NA,10.127984749366593,57.40848837332711,4.424156229450536,12.530533852952694,44.63638579670106,NA,NA,52.31497883607749,49.91133079274044,45.568628913461,5.620963342308572,NA,NA,NA,1.9562806127789971,0.8126695226867611,1.532380169057452,1.4538803968840799,0.9930547159302863,1.3867013560926689,0.8431750359664739,1.2180591917546368,NA,1.2875821965133438,1.6774444201999739,0.7035100072393673,1.2577757225428814,1.0667080546627161,NA,NA,1.5016413205770398,21.95759472933319,1.9416435326725336,0.8654612580980874,NA
3604407,249029,47.6,55659,4410,135604,45595,7761,40579,59359,145109,72104,39657,64027,8786,13506,33162,1884,808900,46941,26936,30918,5725,21056.15425336319,5799,1,2471,775,4310,3815,1347.3785659568732,2399,2213.5049130282046,4341,2718,3171,2297.658590826757,923,1118,2050,33,18131,1751,1727.1725449415874,1669.234854656468,671,NA,NA,NA,249029,249029,249029,249029,249029,249029,249029,249029,NA,246469,193337,124235,94645,109577,NA,NA,94645,42927,94645,100370,NA,NA,NA,22.35040898851138,1.7708780905035157,54.45309582418112,18.309112593312424,3.1165045034915613,16.294889350236318,23.836179722040406,58.26992037071987,NA,16.090055950241208,33.116785716132966,7.072081136555721,14.270167467906386,30.263650218567765,NA,NA,49.596914786835015,62.74838679618888,32.667335833905646,5.703895586330577,NA,NA,NA,0.8448003286189403,0.3084645018785437,1.177933316237543,1.4714255816836856,0.5361636637079812,0.885463010964931,0.6942409200522595,1.094288661087001,NA,1.2298545310561482,0.9783189409332548,0.7167220915521589,1.1522675731669636,1.6909721656435437,NA,NA,1.6141970062070947,17.22986820164012,1.6601420728141227,0.661079395415519,NA
3604408,151100,40.8,43379,18712,48145,30517,10347,30410,29311,69642,86709,17717,48642,5680,8500,22136,1876,790600,29190,13573,15558,2927,20849.031050654277,5079,1,3185,2055,2826,2689,1537.9723664617645,2130,1534.6934547328988,3537,3827,2594,2242.2713930298446,785,700,1491,42,23987,1487,1128.7639257169765,1269.2367785405527,501,NA,NA,NA,151100,151100,151100,151100,151100,151100,151100,151100,NA,146232,106600,75226,56247,66459,NA,NA,56247,27434,56247,59174,NA,NA,NA,28.70880211780278,12.383851753805427,31.86300463269358,20.196558570483123,6.847782925215089,20.125744540039708,19.39841164791529,46.090006618133685,NA,12.115679194704306,45.630393996247655,7.5505809161726,15.111917080022046,33.30775365262794,NA,NA,51.89610112539336,49.47510388568929,27.660141874233293,4.946429174975496,NA,NA,NA,1.8740085363519006,1.2947570342639225,1.5332531686676618,1.6450409105987152,0.9914827782225232,1.2367297452236448,0.7787425045555655,1.7548044365934001,NA,1.7235411622205432,1.5480080997661516,1.0039757415365538,1.1844176838254397,1.836204272423548,NA,NA,2.295164158622279,21.07508627965376,2.1454552248636216,0.8383880159045405,NA
3604409,146302,40.1,24011,8434,38216,59947,15694,29670,22615,75959,87192,17447,32403,5636,8248,31368,1944,700100,23413,12178,15759,2609,30845.606420586875,4210,0.9,2047,1225,2614,3107,1557.1210614464117,1787,1263.191988574975,3185,2889,1669,1533.7199874814178,643,700,1613,37,18472,1025,899.215769434678,980.987257817348,391,NA,NA,NA,146302,146302,146302,146302,146302,146302,146302,146302,NA,145073,104173,76002,46765,68664,NA,NA,46765,21909,46765,49374,NA,NA,NA,16.41194242047272,5.764787904471572,26.121310713455728,40.97483287993329,10.72712608166669,20.27996883159492,15.457751773728315,51.91931757597299,NA,12.026359143327841,31.104988816679946,7.415594326465093,17.63712177910831,45.683327507864384,NA,NA,50.06521971559927,55.584463006070564,33.698278627178446,5.2841576538259005,NA,NA,NA,1.317045954542824,0.8207117167765919,1.620908490022322,1.7662927307427023,1.0185726328523272,1.0730176372987434,0.7400165853718259,1.5834153882149704,NA,1.095525743492904,1.1558825072910717,0.8097789505134296,1.4246175876142742,1.7303623848025733,NA,NA,1.7617417339693415,29.36621904473145,1.9052588854628825,0.782823385579132,NA
3604410,136010,42.3,27096,16983,31602,35520,24809,27438,25779,61422,97239,14236,23745,6142,7327,19300,1988,703400,13016,6890,8306,2408,22122.49785268265,4230,1,2307,1507,2625,3007,2689.315898142128,1948,1492.7116265374234,2750,4241,1699,1456.0480761293563,1049,781,1232,72,19304,789,738.346801984,751.4692275802117,455,NA,NA,NA,136010,136010,136010,136010,136010,136010,136010,136010,NA,135088,98160,66020,41712,58262,NA,NA,41712,12213,41712,44120,NA,NA,NA,19.922064554076908,12.486581868980222,23.235056245864275,26.115726784795235,18.24057054628336,20.173516653187267,18.953753400485258,45.159914712153515,NA,10.538315764538671,24.190097799511,9.303241441987277,17.565688530878404,33.12622292403282,NA,NA,31.20444955887994,56.415295177270124,19.912734944380514,5.457842248413418,NA,NA,NA,1.5789868803085843,1.0377236436713309,1.7896179257815341,2.0562677541714263,1.8941659335491274,1.2875133022282503,0.9257588911293204,1.4544731958499895,NA,1.2152754300544242,1.3040017169021367,1.5495261670458913,1.8088738885883526,1.6697326990750057,NA,NA,1.6853413557895436,53.28698901420662,1.7161856001128049,1.0224742938587184,NA
3604411,120166,46.5,41957,2692,54164,16952,4401,22892,27572,50972,106192,10681,43473,3232,3708,12117,2330,900700,14098,6408,5533,2516,12895.144772556563,3349,1.1,1878,699,2692,2171,882.0283442157627,1779,1357.862290514027,2289,4677,1444,1798.5449674667575,449,365,1025,55,17966,891,721.230892294555,552.6997376514666,507,NA,NA,NA,120166,120166,120166,120166,120166,120166,120166,120166,NA,119306,90790,61265,45292,56522,NA,NA,45292,12561,45292,47808,NA,NA,NA,34.91586638483431,2.2402343424928848,45.07431386581895,14.107151773380158,3.662433633473695,19.050313732669807,22.94492618544347,42.417988449311785,NA,8.952609256868891,47.88302676506223,5.2754427487146005,8.186876269539875,21.437670287675594,NA,NA,31.126909829550474,51.015046572725105,12.216285436721718,5.2627175368139225,NA,NA,NA,1.2229243897999102,0.5783349703706739,1.8548809360291494,1.763368916227364,0.7268765820331834,1.3819745463767648,0.9316397640955361,1.4936401330050595,NA,1.1839718352572453,1.6298605960020511,0.7072553037074614,0.7825957950239564,1.6286205975145047,NA,NA,1.8262831955752326,46.90149349856281,1.1860773739239387,1.0546478004748856,NA
3604412,253804,38.7,5196,138258,39483,43490,27377,56409,38736,117034,77558,33914,41357,11347,16314,47926,1703,650800,42293,23667,26055,5127,26614.78426503496,5748,0.7,958,4111,2735,3069,2345.222590715005,1996,1528.02388724784,4069,2253,2332,1922.3313970280983,1001,1154,1848,36,7291,1571,1465.1453852775157,1220.3069286044392,532,NA,NA,NA,253804,253804,253804,253804,253804,253804,253804,253804,NA,251231,174536,127132,80302,112304,NA,NA,80302,40302,80302,85429,NA,NA,NA,2.047249058328474,54.47431876566169,15.556492411467117,17.135269735701566,10.786670028841153,22.2254180391168,15.262170808970701,46.111960410395426,NA,13.499130282489023,23.695398084062887,8.925368907906742,20.315807825458894,42.675238637982616,NA,NA,52.66743045005106,58.72413279737978,32.44626534831013,6.001474908988751,NA,NA,NA,0.3745981841253908,1.0495632329194517,1.0183827551537865,1.1452374538635506,0.8911520681039099,0.6042505849605256,0.4929400441174178,1.2164179406420697,NA,0.87488428294244,0.960356049267288,0.751424538275341,1.3782919336474762,1.1895880269222185,NA,NA,1.647759032049691,17.091380306782046,1.3737519711815123,0.6129700724758105,NA
3604413,204843,44.2,17799,105603,38667,27828,14946,36314,44459,92317,109756,17436,53978,7407,7996,26786,2002,667700,17474,8745,9892,3420,16163.55135019173,4670,0.8,1499,3074,2019,2456,1935.50226039651,2215,1810.1309344906517,3464,3633,2132,1727.8674717697536,733,721,1599,76,7852,1133,914.2619974602467,959.4884053494342,447,NA,NA,NA,204843,204843,204843,204843,204843,204843,204843,204843,NA,202397,152021,106354,65099,96172,NA,NA,65099,16579,65099,68519,NA,NA,NA,8.68909359851203,51.55314069799798,18.87640778547473,13.585038297623058,7.296319620392203,17.72772318312073,21.70393911434611,45.06719780514833,NA,8.6147521949436,35.50693654166201,6.96447712356846,12.282830765449546,27.852181508131263,NA,NA,26.842194196531437,52.74745159539176,15.195317900428577,4.991316277236971,NA,NA,NA,0.7044578467171237,0.933081533623254,0.8867225084630925,1.158275011028673,0.9301139641873205,1.0029468160847888,0.732144743460782,1.3431388519827547,NA,1.0345572981763798,0.8455344390840563,0.6620760056502935,1.0800415333011137,1.455832993949855,NA,NA,1.6558253616478507,36.879660878016736,1.4423164602529188,0.6457493558159791,NA
3604414,131255,39.4,45383,43694,5050,30221,6907,34525,23763,36874,67413,25840,26946,5326,12354,15334,1439,688000,28890,14858,18311,3657,7190.566516904095,4332,0.8,2902,3070,1687,3248,1371.5469368563367,2485,1274.3822032655667,2481,4531,2448,1589.4967757123636,764,1051,1462,72,25011,1036,1190.2104855864782,1048.4393163173536,480,NA,NA,NA,131255,131255,131255,131255,131255,131255,131255,131255,NA,127478,86442,56123,46703,49158,NA,NA,46703,27096,46703,50360,NA,NA,NA,34.57620662070016,33.2893984991048,3.8474724772389624,23.024646680126473,5.262275722829607,26.30375985676736,18.104453163689,28.09340596548703,NA,20.270164263637646,31.17234677587284,9.489870463089998,26.452262167312593,31.193295089303877,NA,NA,61.85898122176305,54.83466194272217,39.207331434811465,7.261715647339158,NA,NA,NA,1.8936981300522016,2.0648458780651557,1.2789961070666156,2.3550023953075914,1.0304138890588619,1.6824888323577136,0.7652764673080049,1.6471775574582916,NA,1.7925981739741768,1.6320648012879833,1.2980180042953453,2.164050511382299,2.6482473110331575,NA,NA,1.6841593753714528,23.606687170759734,2.049946017007378,0.9397980684779692,NA
3604501,182594,38.6,60973,37944,19822,56602,7253,40075,27297,49269,86689,29305,40313,5748,12671,22972,1647,615400,27794,14511,15613,6872,13492.2942037316,4399,0.8,2821,1100,1585,2498,1073.6046758467476,1532,1221.3525289612332,2226,4039,2177,1937.4008361720091,575,801,1654,45,9921,1327,1151.5767451629092,1056.8088758143547,592,NA,NA,NA,182594,182594,182594,182594,182594,182594,182594,182594,NA,180244,126213,87732,63271,79502,NA,NA,63271,25810,63271,70143,NA,NA,NA,33.39266350482491,20.780529480705827,10.855778393594532,30.998828000920074,3.9722006199546533,21.947599592538637,14.949560226513467,26.982814331248562,NA,16.258516233550075,31.94044987441864,6.551771303515251,20.026552448989268,28.894870569293854,NA,NA,43.9284980480789,56.222394420767145,24.67639202794329,9.797128722752092,NA,NA,NA,1.3189755022967202,0.33508583698037164,0.8277099864283859,1.1462386595374994,0.5801337163502924,0.6514388269522361,0.5636470689155362,1.031319417329743,NA,1.1401049800493102,1.3250814569217748,0.6188766666504999,1.1815757770867097,1.8346711860794649,NA,NA,1.8452015615801283,25.361883724772145,1.5735960086858651,0.8236999895538539,NA
3604502,141510,41.6,84028,4520,28742,19325,4895,30295,27676,45351,92961,15648,36347,3665,5644,14467,1779,699500,14828,7442,7029,3452,6286.5766209914655,3891,0.8,3418,942,1556,1815,890.7311603396391,1563,1196.727621474494,2306,4538,1832,1841.8973912788954,538,541,1233,74,11804,961,792.9369457907735,680.4145795028205,564,NA,NA,NA,141510,141510,141510,141510,141510,141510,141510,141510,NA,139258,100696,66784,48319,61835,NA,NA,48319,13481,48319,51771,NA,NA,NA,59.379549148470076,3.194120556851106,20.310932089604975,13.656278708218501,3.459119496855346,21.408381033142533,19.55762843615292,32.047911808352765,NA,11.236697353114364,36.09577341701756,5.487841399137518,11.680705312609946,23.396134875070754,NA,NA,30.68772118628283,55.203619909502265,14.547072580144457,6.667825616657974,NA,NA,NA,1.7799663707970454,0.6598581888538566,0.9471838287564864,1.2263978158226239,0.6222199644812102,0.9345825847922413,0.6526817368510169,1.3707577815283718,NA,1.2778660455024191,1.5675007051854872,0.7773636625573112,1.0892966549000203,1.7576154539105222,NA,NA,1.8689343371752327,47.30020475661625,1.370759421097147,1.0811948904243607,NA
3604503,170852,41.9,129944,1170,14216,21014,4508,36419,30282,32841,114562,11333,47404,3948,4488,14089,1892,711200,12467,6705,4593,3520,7697.320662753928,3734,0.7,3281,496,1344,2106,829.6011089674362,1450,1357.2973145188198,2225,4247,1438,2055.170065955613,556,689,1100,106,9484,1225,1001.8038730210619,595.4040644805845,584,NA,NA,NA,170852,170852,170852,170852,170852,170852,170852,170852,NA,170507,120572,85314,59187,79816,NA,NA,59187,11186,59187,62707,NA,NA,NA,76.05646992718845,0.6848032215016505,8.320651792194415,12.29953409968862,2.6385409594268725,21.31610984946035,17.724112097019642,19.221899655842485,NA,6.646647938207815,39.31592741266629,4.627610943104297,7.5827462111612345,17.65184925328255,NA,NA,21.063747106628146,59.94099767566601,7.760150032946424,5.613408391407658,NA,NA,NA,0.9616873594127584,0.2899236973008583,0.7653380802126196,1.2029786720156856,0.4821307621784473,0.7093931156608638,0.6935895358187745,1.2326777679097476,NA,0.8307657957313372,1.4953393528302734,0.6387520845860917,1.1517578907492216,1.292076821663612,NA,NA,2.0156941482209696,62.065707517385796,0.9909717550221264,0.925141025543404,NA
